topic,title,dialogue_line
buycar,Deciding to Buy the Car,My friend is a mechanic and he came and looked at it for me this morning.
buycar,Deciding to Buy the Car,That was smart of you to think ahead. Have you and the seller agreed upon a price?
buycar,Deciding to Buy the Car,"Yes, he is willing to accept the price that I offered him."
buycar,Deciding to Buy the Car,Have you thought about how to pay for your car?
buycar,Deciding to Buy the Car,I saved up enough money to pay cash for this car.
buycar,Deciding to Buy the Car,You've really thought this through. Let me go with you to make the payment and drive your car home for you.
buycar,Deciding to Buy the Car,That would make it a lot easier for me.
buycar,Deciding to Buy the Car,Let's go take care of that right now. I really want to see your new car!
buycar,4. Declining to Buy the Car,Thank you for letting me test drive the car.
buycar,4. Declining to Buy the Car,So do you think that you would like to purchase this car?
buycar,4. Declining to Buy the Car,"You know, I am not interested in purchasing the car right now."
buycar,4. Declining to Buy the Car,What's the problem? We can at least sit down and maybe work out a deal.
buycar,4. Declining to Buy the Car,"Actually, I have several other cars to look at before I make my decision."
buycar,4. Declining to Buy the Car,What didn't you like about the car? Maybe I can fix something for you.
buycar,4. Declining to Buy the Car,"It is a combination of things, but I appreciate your time."
buycar,4. Declining to Buy the Car,I have some other cars you might want to look at.
buycar,4. Declining to Buy the Car,"Again, I appreciate your time but I will not be purchasing this car."
buycar,4. Declining to Buy the Car,Give me a call if you change your mind. Have a good day.
buycar,4. Declining to Buy the Car,I appreciate you letting me take the car out for a spin.
buycar,4. Declining to Buy the Car,Why don't you come over here and we can work out the details of the purchase?
buycar,4. Declining to Buy the Car,I don't think that this is the car for me at this point in time.
buycar,4. Declining to Buy the Car,It's a great deal. Let's talk price. Maybe you'll change your mind.
buycar,4. Declining to Buy the Car,This is only the first car that I've looked at.
buycar,4. Declining to Buy the Car,Is there something in particular that didn't look good to you?
buycar,4. Declining to Buy the Car,"It isn't one thing in particular, but I think I can do better for my money."
buycar,4. Declining to Buy the Car,I really think that you should reconsider.
buycar,4. Declining to Buy the Car,Thank you again for your time.
buycar,4. Declining to Buy the Car,Thank you for stopping by. Good luck in your search for a car.
buycar,4. Declining to Buy the Car,I enjoyed taking the car out for a test drive.
buycar,4. Declining to Buy the Car,Isn't that a great car? Let's work out the details of purchase.
buycar,4. Declining to Buy the Car,I will not be purchasing the car today.
buycar,4. Declining to Buy the Car,Why don't you take a second look at that car? You'll see that it is as good a deal as you are going to get.
buycar,4. Declining to Buy the Car,I need to compare this car to others to make an informed choice.
buycar,4. Declining to Buy the Car,You said on the phone that this is the kind of car you wanted. What has changed your mind?
buycar,4. Declining to Buy the Car,I just really need to make sure that I get the best car for my money.
buycar,4. Declining to Buy the Car,"You know, you can look around but I just don't think that you are going to get a better deal for your money."
buycar,4. Declining to Buy the Car,I will continue looking around for cars and will get back to you if I change my mind.
buycar,4. Declining to Buy the Car,"OK, then. Have a good day."
buycar,5. Detecting a Problem with the Car,"I was thinking about buying this used car, and was wondering if you would take a look at it for me to see if it has any problems."
buycar,5. Detecting a Problem with the Car,"Sure, pull up over there and we'll take a look."
buycar,5. Detecting a Problem with the Car,I just wasn't sure what to look for.
buycar,5. Detecting a Problem with the Car,The first thing you do is look for any signs of wear both inside and out. We will also look at the body for signs of major repair.
buycar,5. Detecting a Problem with the Car,Someone told me that I could go online and see if the car is listed as having been in a major accident.
buycar,5. Detecting a Problem with the Car,"Yes, that's right. Next, we will turn on the engine and I will check under the hood to look at the hoses and belts."
buycar,5. Detecting a Problem with the Car,Should we take the car for a drive?
buycar,5. Detecting a Problem with the Car,"Yes, but before we pull away, let's check to make sure that the radio, turn signals, lights, and seats all work properly."
buycar,5. Detecting a Problem with the Car,As I am driving what should I be checking?
buycar,5. Detecting a Problem with the Car,You want to make sure that the brakes don't pull to one side and that the car has good alignment and acceleration.
buycar,5. Detecting a Problem with the Car,Thanks for your help.
buycar,5. Detecting a Problem with the Car,You are welcome. Enjoy driving your car!
buycar,5. Detecting a Problem with the Car,Could you take a few minutes and see if there are any problems with this used car that I am thinking of buying?
buycar,5. Detecting a Problem with the Car,I am happy to help. Just pull up and we'll give it a good look.
buycar,5. Detecting a Problem with the Car,I don't know much about cars.
buycar,5. Detecting a Problem with the Car,"We need to look inside and outside for signs of an accident or major damage. Also, we need to look for wear on the tires."
buycar,5. Detecting a Problem with the Car,If I go online I can also check to see if the car has been involved in a major accident.
buycar,5. Detecting a Problem with the Car,"Yes, you can check the history of the car online. Next, we need to turn on the engine and take a look at the belts and hoses."
buycar,5. Detecting a Problem with the Car,Will you take a drive with me to check handling?
buycar,5. Detecting a Problem with the Car,"A test drive would be good. But first let's make sure that the turn signals, radio, lights, and seats work properly."
buycar,5. Detecting a Problem with the Car,"On a test drive, what should I look for?"
buycar,5. Detecting a Problem with the Car,We are checking for solid braking and good overall handling.
buycar,5. Detecting a Problem with the Car,I appreciate you helping me figure out what to look for.
buycar,5. Detecting a Problem with the Car,My pleasure. This seems to be a solid car and a good choice for you.
buycar,5. Detecting a Problem with the Car,"I want to buy this used car, but I need help figuring out if there are any problems with it."
buycar,5. Detecting a Problem with the Car,I can help you with that. Drive the car over by the garage and we'll check it out.
buycar,5. Detecting a Problem with the Car,"I know some things to look for, but I know there are other special things to look for."
buycar,5. Detecting a Problem with the Car,Always start with looking for signs of major damage that may have been repaired and also check tire wear.
buycar,5. Detecting a Problem with the Car,"If the car has been in a major accident, that should have been recorded online."
buycar,5. Detecting a Problem with the Car,"Right. All major accidents should have been recorded. Next start the car up, pop the hood, and we'll take a look at the belts and hoses."
buycar,5. Detecting a Problem with the Car,I would like for you to take a test drive with me.
buycar,5. Detecting a Problem with the Car,"We'll do that in a minute, but first we should check that the radio, turn signals, and all of the lights work properly."
buycar,5. Detecting a Problem with the Car,"As we drive, what am I checking for?"
buycar,5. Detecting a Problem with the Car,"You want to make sure that the alignment is good, that the engine accelerates smoothly, and that the car can safely brake to a stop."
buycar,5. Detecting a Problem with the Car,I like knowing what to look for when buying a used car and appreciate the help.
buycar,5. Detecting a Problem with the Car,This car is in good shape and should give you no major problems. Enjoy it!
buycar,6. How to Pay for the Used Car,I am buying a used car and don't know much about financing it.
buycar,6. How to Pay for the Used Car,I can help you. Do you have a down payment?
buycar,6. How to Pay for the Used Car,"Yes, I have saved up three thousand dollars for a down payment."
buycar,6. How to Pay for the Used Car,"Good, because you will not be able to get a loan without putting some money down on the car."
buycar,6. How to Pay for the Used Car,I don't know where exactly to get a loan.
buycar,6. How to Pay for the Used Car,"Other than friends or family, you can go to a bank, credit union, or use the dealer financing if you bought the car off a car lot."
buycar,6. How to Pay for the Used Car,What is the best choice for financing?
buycar,6. How to Pay for the Used Car,"It depends. The worst financing deal is usually at the dealer, but they will oftentimes give you a loan when a bank turns you down."
buycar,6. How to Pay for the Used Car,What do I need to have with me when I apply for the loan?
buycar,6. How to Pay for the Used Car,"You will need a recent pay stub and a copy of the pink slip for the car. Before the loan is complete, you will need to show proof of insurance. Good luck!"
buycar,6. How to Pay for the Used Car,Can you help me learn about financing options for a used car?
buycar,6. How to Pay for the Used Car,I would love to help you with what I know. I am assuming that you have a down payment.
buycar,6. How to Pay for the Used Car,"Yes, I already borrowed some money from my parents for the down payment."
buycar,6. How to Pay for the Used Car,That will work. A bank or finance company will not loan you money without a down payment.
buycar,6. How to Pay for the Used Car,I am not sure who will loan money to me.
buycar,6. How to Pay for the Used Car,"You can apply for a loan at a bank, credit union, or approach the used car dealer who sold you the car. You might also try family and friends."
buycar,6. How to Pay for the Used Car,Who offers the best interest rate?
buycar,6. How to Pay for the Used Car,"A credit union will usually give you the best interest rate, but the dealer will almost always give you some type of loan."
buycar,6. How to Pay for the Used Car,Do I need any documents when I apply for a car loan?
buycar,6. How to Pay for the Used Car,Be sure that you take a recent pay stub and a copy of the pink slip. You will have a few days to produce proof of insurance. Enjoy your new car!
buycar,6. How to Pay for the Used Car,I need help figuring out how to pay for a used car that I am thinking of buying.
buycar,6. How to Pay for the Used Car,I would be happy to help you. Have you saved up a down payment?
buycar,6. How to Pay for the Used Car,I will be getting money from selling my old car.
buycar,6. How to Pay for the Used Car,You really need that money so that a bank or finance company will loan you the rest of the money that you need.
buycar,6. How to Pay for the Used Car,Who gives loans out to people wanting to buy cars?
buycar,6. How to Pay for the Used Car,"Usually people go to a bank, credit union, or, if they bought the car at a car lot, they might use the dealer finance company."
buycar,6. How to Pay for the Used Car,What is the best place to get financing?
buycar,6. How to Pay for the Used Car,"The dealer will charge you a higher interest rate, but sometimes they are your only choice if you are just starting out."
buycar,6. How to Pay for the Used Car,Will I need some documentation when I apply for the loan?
buycar,6. How to Pay for the Used Car,Just make sure that you bring them your last pay stub and a copy of the pink slip. You can then work on getting insured. Enjoy your new car!
buycar,7. Making an Appointment with the DMV,I need to go to the DMV and don't know how to make an appointment with them.
buycar,7. Making an Appointment with the DMV,First of all you need to figure out if you really need to be there in person. Sometimes you can take care of your business at the Automobile Club or at the DMV website.
buycar,7. Making an Appointment with the DMV,"If I do need to go in, how can I make an appointment?"
buycar,7. Making an Appointment with the DMV,You can either make an appointment by going online or by calling the phone number listed on their website.
buycar,7. Making an Appointment with the DMV,What if I just show up there?
buycar,7. Making an Appointment with the DMV,"If you have all day to wait and a good book to read, that might work for you."
buycar,7. Making an Appointment with the DMV,Is the DMV open on Saturdays?
buycar,7. Making an Appointment with the DMV,"Due to state budget cuts, the DMV is no longer open on Saturdays."
buycar,7. Making an Appointment with the DMV,I think that you have just convinced me to join the Automobile Club!
buycar,7. Making an Appointment with the DMV,"Yes, the Automobile Club takes all the pain out of DMV transactions!"
buycar,7. Making an Appointment with the DMV,How can I make an appointment at the DMV?
buycar,7. Making an Appointment with the DMV,You could check the DMV website or see if the Automobile Club could help you. Many things can be taken care of without actually going in to the DMV in person.
buycar,7. Making an Appointment with the DMV,How do I make an appointment if I have to actually go in?
buycar,7. Making an Appointment with the DMV,You have two choices. You can call them at the number listed on their website or you can contact them online.
buycar,7. Making an Appointment with the DMV,Can I just walk in and get help?
buycar,7. Making an Appointment with the DMV,"Without an appointment, you will be waiting for many hours. I would not advise it."
buycar,7. Making an Appointment with the DMV,Can I take care of this on a Saturday?
buycar,7. Making an Appointment with the DMV,"Unfortunately, the DMV is no longer open on Saturdays."
buycar,7. Making an Appointment with the DMV,It probably would be easier for me to join the Automobile Club.
buycar,7. Making an Appointment with the DMV,"The Automobile Club has many benefits, and taking care of your DMV transactions is one of the best benefits."
buycar,7. Making an Appointment with the DMV,Can you help me figure out how to make an appointment with the DMV?
buycar,7. Making an Appointment with the DMV,"I would try to avoid going in to the DMV in person. If you are a member of the Automobile Club, they oftentimes can take care of things for you or you can try the DMV website."
buycar,7. Making an Appointment with the DMV,"It would be nice not to have to go in but if I have to, how do I make an appointment?"
buycar,7. Making an Appointment with the DMV,"The easiest way to contact them is online, but they also have a phone number listed on the website if you prefer to call them on the phone."
buycar,7. Making an Appointment with the DMV,What do they do if you just show up with no appointment?
buycar,7. Making an Appointment with the DMV,That is not a good way to go. You could be left waiting for many hours and there is no guarantee that they will see you at all!
buycar,7. Making an Appointment with the DMV,What about going to the DMV on Saturday?
buycar,7. Making an Appointment with the DMV,"For a while the DMV was open on Saturday, but not anymore."
buycar,7. Making an Appointment with the DMV,I think that the Automobile Club idea was a good suggestion.
buycar,7. Making an Appointment with the DMV,You should check out the Automobile Club. I think you would enjoy being a member.
buycar,8. Negotiating a Price with a Student,This car is exactly what I want!
buycar,8. Negotiating a Price with a Student,I am glad that you like it. I've had good experiences with this car.
buycar,8. Negotiating a Price with a Student,"So, how much do you want for the car?"
buycar,8. Negotiating a Price with a Student,"Well, the price in the paper was five thousand dollars."
buycar,8. Negotiating a Price with a Student,"Yes, I know, but I think that might be a little high for this car."
buycar,8. Negotiating a Price with a Student,I might be able to come down a little on the price.
buycar,8. Negotiating a Price with a Student,How about selling the car for four thousand?
buycar,8. Negotiating a Price with a Student,"No, that's way less than I could accept. However, I could accept forty-five hundred."
buycar,8. Negotiating a Price with a Student,That sounds fair to me.
buycar,8. Negotiating a Price with a Student,It's a deal then. Thank you!
buycar,8. Negotiating a Price with a Student,I really love this car!
buycar,8. Negotiating a Price with a Student,Great! I was hoping that it would go to a driver who appreciates it.
buycar,8. Negotiating a Price with a Student,How much are you willing to take for the car?
buycar,8. Negotiating a Price with a Student,"As I am sure you noticed, the price on the window is five thousand dollars."
buycar,8. Negotiating a Price with a Student,Don't you think you could come down a bit on the price?
buycar,8. Negotiating a Price with a Student,You seem like a nice person. Maybe I could lower the price a bit.
buycar,8. Negotiating a Price with a Student,Would you sell it to me for four thousand?
buycar,8. Negotiating a Price with a Student,I am thinking more in the line of four thousand five hundred.
buycar,8. Negotiating a Price with a Student,I'll take it then!
buycar,8. Negotiating a Price with a Student,Perfect! That works for both of us.
buycar,8. Negotiating a Price with a Student,I am definitely interested in buying this car.
buycar,8. Negotiating a Price with a Student,Wonderful! It's good to find a person who really needs this car.
buycar,8. Negotiating a Price with a Student,What is the price for this car?
buycar,8. Negotiating a Price with a Student,The price I listed on eBay was five thousand dollars.
buycar,8. Negotiating a Price with a Student,I was thinking that maybe you might be willing to lower the price a bit.
buycar,8. Negotiating a Price with a Student,You know I just got a good deal on my new car. I think I can afford to knock a little off of this car.
buycar,8. Negotiating a Price with a Student,I was thinking that four thousand would be a good price.
buycar,8. Negotiating a Price with a Student,"I couldn't go that low, but I could sell it for forty-five hundred."
buycar,8. Negotiating a Price with a Student,That would work well for me.
buycar,8. Negotiating a Price with a Student,It's done then. I've enjoyed doing business with you.
buycar,9. Negotiating a Price with a Dealer,How much does this car cost?
buycar,9. Negotiating a Price with a Dealer,"Well, come on in and we'll sit down and discuss that right now. How much do you want to pay?"
buycar,9. Negotiating a Price with a Dealer,I really was just wondering what the price is.
buycar,9. Negotiating a Price with a Dealer,"Well, figuring in tax, license, dealer prep, and registration, I can let this car go for fifteen thousand dollars."
buycar,9. Negotiating a Price with a Dealer,I was thinking a little lower than that.
buycar,9. Negotiating a Price with a Dealer,Whoa! Let's keep talking here. I am sure we can work something out. What price are you thinking is fair?
buycar,9. Negotiating a Price with a Dealer,I was thinking more like thirteen thousand dollars.
buycar,9. Negotiating a Price with a Dealer,"You know, you look like you are a sweet kid. I'll give it to you for fourteen thousand dollars."
buycar,9. Negotiating a Price with a Dealer,"That would be a good price if the car was in great shape, but it is registered as having been in an accident."
buycar,9. Negotiating a Price with a Dealer,"OK, thirteen thousand seven hundred and fifty, and that's my final offer."
buycar,9. Negotiating a Price with a Dealer,"If I want to buy this car, what will it cost me?"
buycar,9. Negotiating a Price with a Dealer,"Let me get my contract out, and we'll figure that out for you right now."
buycar,9. Negotiating a Price with a Dealer,Can't you just tell me what it costs?
buycar,9. Negotiating a Price with a Dealer,"You know, I am prepared to offer you a great deal today on that car. With tax, license, registration, and dealer prep, the total will be fifteen thousand dollars."
buycar,9. Negotiating a Price with a Dealer,"Fine, I'll come back later with my father, who is a lawyer, and we can talk then."
buycar,9. Negotiating a Price with a Dealer,I am sure that we can work something out. What price were you thinking would be a good deal for you?
buycar,9. Negotiating a Price with a Dealer,Thirteen thousand would be more like it.
buycar,9. Negotiating a Price with a Dealer,Fourteen thousand for this car is a good price. For that I am practically giving it away.
buycar,9. Negotiating a Price with a Dealer,"Normally that would be a good price, but that car has been in an accident."
buycar,9. Negotiating a Price with a Dealer,"Yes, I see your point. Thirteen thousand seven hundred and fifty is my final offer."
buycar,9. Negotiating a Price with a Dealer,How much money for this car?
buycar,9. Negotiating a Price with a Dealer,"Yes, that car is beautiful, isn't it? Come on inside and we'll discuss the price."
buycar,9. Negotiating a Price with a Dealer,I just want to know the price.
buycar,9. Negotiating a Price with a Dealer,"Fifteen thousand out the door! What a deal! That will, of course, include tax, license, registration, and dealer prep."
buycar,9. Negotiating a Price with a Dealer,"I appreciate your help, and I'll see you later."
buycar,9. Negotiating a Price with a Dealer,"Oh, you look like a smart person. What price would be fair to you?"
buycar,9. Negotiating a Price with a Dealer,I think that thirteen thousand would be fair for this car.
buycar,9. Negotiating a Price with a Dealer,I can see that you are a smart buyer. Fourteen thousand is my best price.
buycar,9. Negotiating a Price with a Dealer,"If the car hadn't been in an accident, that would be a good price, but it has a few minor problems."
buycar,9. Negotiating a Price with a Dealer,Thirteen thousand seven hundred and fifty is my final offer.
buycar,. Test Driving the Car,I really love the look of this car.
buycar,. Test Driving the Car,Would you like to test drive this car?
buycar,. Test Driving the Car,"Yes, I would love to take it for a drive."
buycar,. Test Driving the Car,"I'll go get the keys, and you can get out your Driver's License and Proof of Insurance."
buycar,. Test Driving the Car,Here's my Driver's License and Proof of Insurance.
buycar,. Test Driving the Car,"Well, just sign this card, and we'll be on our way. Don't forget to buckle your seatbelt!"
buycar,. Test Driving the Car,Can I take it on the freeway to check for acceleration?
buycar,. Test Driving the Car,That would be fine; just don't exceed the speed limit!
buycar,. Test Driving the Car,"This car handles great, and I love it!"
buycar,. Test Driving the Car,I am glad that you like this car.
buycar,. Test Driving the Car,The styling of this car really appeals to me.
buycar,. Test Driving the Car,Would you like to take this car for a spin?
buycar,. Test Driving the Car,That would be a great idea.
buycar,. Test Driving the Car,"Fine, all I'll need from you is your Driver's License and Proof of Insurance."
buycar,. Test Driving the Car,I've got my Driver's License and Proof of Insurance ready.
buycar,. Test Driving the Car,"OK, after you sign this card, we'll take a spin. Make sure you buckle your seatbelt!"
buycar,. Test Driving the Car,I would like to go on the freeway to test it for speed.
buycar,. Test Driving the Car,"As long as you don't exceed the speed limit, that would be fine."
buycar,. Test Driving the Car,"Whoa, this car has wonderful pickup!"
buycar,. Test Driving the Car,"Yes, this is a very popular car."
buycar,. Test Driving the Car,"Wow, what a cool car!"
buycar,. Test Driving the Car,How about taking this car out for a drive to see if you like how it handles?
buycar,. Test Driving the Car,I would enjoy seeing how it handles.
buycar,. Test Driving the Car,"While I'm getting the keys, you just need to take out your Driver's License and Proof of Insurance."
buycar,. Test Driving the Car,I found my Driver's License and Proof of Insurance.
buycar,. Test Driving the Car,"Great! Sign this card, buckle your seatbelt, and we'll hit the road."
buycar,. Test Driving the Car,I want to take the car up to freeway speed.
buycar,. Test Driving the Car,Take a left at the next signal to enter the freeway. Just keep it under the speed limit!
buycar,. Test Driving the Car,"This car has a nice smooth ride, even on the freeway."
buycar,. Test Driving the Car,"You know, I've driven it myself, and I agree with you."
buycar,. Title Transfer,"Now I've decided to buy this car, how do I transfer the title to myself?"
buycar,. Title Transfer,"Actually, your best bet is to contact the Automobile Club or to go to the DMV website."
buycar,. Title Transfer,"Basically, what will I need to do?"
buycar,. Title Transfer,"Both buyer and seller need to transfer the ownership by filling out a Change of Ownership form and signing over the Certificate of Title, which will be either pink or rainbow."
buycar,. Title Transfer,Will I have to pay any fees?
buycar,. Title Transfer,All of the transfer fees are the responsibility of the buyer.
buycar,. Title Transfer,How much will it cost to transfer the title?
buycar,. Title Transfer,The DMV has a special formula that they use to calculate the fees. They will figure it out for you.
buycar,. Title Transfer,Do I need a Smog Certificate?
buycar,. Title Transfer,"No, only if your car was manufactured before 1975."
buycar,. Title Transfer,Where do I take my forms?
buycar,. Title Transfer,You can take them to the DMV. You have ten days to complete the process.
buycar,. Title Transfer,I don't really know all that much about the paperwork involved in buying a used car.
buycar,. Title Transfer,"If you are a member of the Automobile Club, they can help guide you through the process, or just go to the DMV website."
buycar,. Title Transfer,What is the big picture of what I will need to take care of?
buycar,. Title Transfer,"The car has a pink or rainbow Certificate of Title, which both the buyer and seller need to sign. They also both need to fill out theChange of Ownership form."
buycar,. Title Transfer,Who pays the fees to transfer the ownership?
buycar,. Title Transfer,The buyer must pay all of the fees.
buycar,. Title Transfer,Will it be really expensive to transfer the title?
buycar,. Title Transfer,The DMV will calculate the fees for you when you submit the paperwork.
buycar,. Title Transfer,What about a Smog Certificate?
buycar,. Title Transfer,"No, your car was built after 1974, so you will be fine."
buycar,. Title Transfer,Where can I turn in my forms?
buycar,. Title Transfer,"If you are a member of the Automobile Club, you can turn in your forms to them."
buycar,. Title Transfer,Can you help me figure out how to transfer the title of the car I wish to buy so it will be registered in my name?
buycar,. Title Transfer,"You can go to the DMV website for information or, if you are a member of the Automobile Club, they can be very helpful."
buycar,. Title Transfer,Can you just fill me in on what needs to be done?
buycar,. Title Transfer,"When you both fill out and sign a Change of Ownership form and sign the Certificate of Title, the ownership will be transferred."
buycar,. Title Transfer,Are there any fees involved?
buycar,. Title Transfer,"As the buyer, you are responsible for all of the fees."
buycar,. Title Transfer,How much money will I have to pay to transfer the title?
buycar,. Title Transfer,"The only way to calculate the fee is to turn your paperwork in to the DMV, and they will figure it out for you."
buycar,. Title Transfer,Do I need to take the car in for a Smog Certificate?
buycar,. Title Transfer,"No, your car is a newer model, so you won't need one."
buycar,. Title Transfer,Whom do I give my forms to when they are completed?
buycar,. Title Transfer,"Check online for special situations, but usually you can mail your forms in to the DMV."
buycar,. Where to Buy a Used Car,Where is the best place to buy a used car?
buycar,. Where to Buy a Used Car,"I have always purchased my used cars from an advertisement in the paper, but actually you have many options."
buycar,. Where to Buy a Used Car,Where else could I look for a car?
buycar,. Where to Buy a Used Car,"You could look on the Internet. Craigslist is best, as most of the cars listed there are sold locally."
buycar,. Where to Buy a Used Car,What would be best if I wanted to actually go see a lot of used cars that are for sale?
buycar,. Where to Buy a Used Car,"The best place is CarMax, which is a very large used car lot."
buycar,. Where to Buy a Used Car,Where is CarMax?
buycar,. Where to Buy a Used Car,There are many of them. You can look on the Internet or in the phone book for the one closest to you.
buycar,. Where to Buy a Used Car,How about the listings on the college bulletin board?
buycar,. Where to Buy a Used Car,"Actually, that is not a bad way to go, especially near the end of a semester as students are moving away."
buycar,. Where to Buy a Used Car,Can you help me figure out the best place to buy a used car?
buycar,. Where to Buy a Used Car,There are a lot of different ways to go. I bought my last one from an advertisement in the paper.
buycar,. Where to Buy a Used Car,What are my other options for looking for a used car?
buycar,. Where to Buy a Used Car,Internet listings are good. Craigslist is pretty good because most of the cars are sold locally.
buycar,. Where to Buy a Used Car,I think that I might actually like to see many used cars together so I can compare them.
buycar,. Where to Buy a Used Car,The biggest used car lot is CarMax. I would check that place out.
buycar,. Where to Buy a Used Car,How can I find out where CarMax is?
buycar,. Where to Buy a Used Car,Look in the phone book or on the Internet for the one closest to you. There are a lot of them.
buycar,. Where to Buy a Used Car,Have you ever seen the listings on the school bulletin board?
buycar,. Where to Buy a Used Car,"The school bulletin board can have some great deals, as many students sell their cars before they return home or as they get better paying jobs."
buycar,. Where to Buy a Used Car,Where did you buy your last used car?
buycar,. Where to Buy a Used Car,"I found my last one in an advertisement in the newspaper, but there are a lot of other places to look for used cars."
buycar,. Where to Buy a Used Car,"Besides an advertisement, what else could I do to find a used car?"
buycar,. Where to Buy a Used Car,My friend bought his used car off of Craigslist. It works out better than eBay because the cars listed are located close by.
buycar,. Where to Buy a Used Car,Is there anywhere I can go to see many used cars all in the same place?
buycar,. Where to Buy a Used Car,Go to CarMax if you want to see the largest selection of used cars in one place.
buycar,. Where to Buy a Used Car,I don't know where CarMax is.
buycar,. Where to Buy a Used Car,"CarMax has many car lots in many cities. For the one closest to you, check out the Internet or phone book."
buycar,. Where to Buy a Used Car,Have you ever known anyone who bought a car off a listing on the university bulletin board?
buycar,. Where to Buy a Used Car,"You can get a good deal there. Especially at the end of the year, when students are selling things and returning home."
buycar,. At the Window of the DMV,Could you tell me what window I should go to?
buycar,. At the Window of the DMV,Do you have an appointment?
buycar,. At the Window of the DMV,"Yes, I have an appointment."
buycar,. At the Window of the DMV,The DMV windows are set up for different tasks. What are you here to do?
buycar,. At the Window of the DMV,I need to transfer ownership of a used car.
buycar,. At the Window of the DMV,"I can see that you have all of your forms filled out. Drop the forms in that box, and I will call you when your name comes up."
buycar,. At the Window of the DMV,Thanks for helping me.
buycar,. At the Window of the DMV,You are welcome. May I see your current Driver's License?
buycar,. At the Window of the DMV,"Here is my license, it is not a very good picture of me!"
buycar,. At the Window of the DMV,That's a pretty good picture. Just pay the fee over at the last window and you're done!
buycar,. At the Window of the DMV,"This is my first time at the DMV, and I don't know what window to go to."
buycar,. At the Window of the DMV,It depends on what you are doing. Did you make an appointment?
buycar,. At the Window of the DMV,I made an appointment last month.
buycar,. At the Window of the DMV,All of the windows are for specific services. What do you need to do today?
buycar,. At the Window of the DMV,I just bought a used car and need to transfer the ownership.
buycar,. At the Window of the DMV,"If you just put all of your filled-out forms in the drop box, your name will be called when it comes up."
buycar,. At the Window of the DMV,"Thank you, that helps me know what to do."
buycar,. At the Window of the DMV,My pleasure. The only other thing I need is your current Driver's License.
buycar,. At the Window of the DMV,"Here is my license, it is a very old picture of me!"
buycar,. At the Window of the DMV,"You look good in that picture. Take this over to the last window to pay your fee, and you've finished registering your car."
buycar,. At the Window of the DMV,Could you help direct me to the proper window?
buycar,. At the Window of the DMV,There are different windows for different things. Did you make an appointment on the Internet?
buycar,. At the Window of the DMV,I made my appointment over the Internet.
buycar,. At the Window of the DMV,Different windows will be able to help you with different problems. What do you need help with?
buycar,. At the Window of the DMV,I need help transferring the ownership of a new car from my friend to myself.
buycar,. At the Window of the DMV,"The signed forms go in the box, and I will call your name in a few minutes."
buycar,. At the Window of the DMV,Thank you for making it seem less confusing.
buycar,. At the Window of the DMV,"If you would give me your current Driver's License, I will be able to complete the transfer process."
buycar,. At the Window of the DMV,"Here is my license, I never really liked that picture!"
buycar,. At the Window of the DMV,That is a great picture! Take the forms over to the last window to pay your fees and you're finished!
drive,Applying For a Driving Permit,I would like to apply for a permit.
drive,Applying For a Driving Permit,Can I see your ID?
drive,Applying For a Driving Permit,"No, I left it in the car."
drive,Applying For a Driving Permit,I'm going to need to see your ID and $27 for your permit.
drive,Applying For a Driving Permit,One moment while I go and get my ID.
drive,Applying For a Driving Permit,Make it quick.
drive,Applying For a Driving Permit,Here's my ID and the $27.
drive,Applying For a Driving Permit,Thanks. Now fill this out.
drive,Applying For a Driving Permit,Do you have a pen that I can use?
drive,Applying For a Driving Permit,Use this one.
drive,Applying For a Driving Permit,Thanks a lot.
drive,Applying For a Driving Permit,You're welcome. Turn the application in at Window B.
drive,Applying For a Driving Permit,Can I apply for a permit today?
drive,Applying For a Driving Permit,I need to see your ID.
drive,Applying For a Driving Permit,I think I forgot it in the car.
drive,Applying For a Driving Permit,You need to give me your ID and $27.
drive,Applying For a Driving Permit,I'm going to go and get my ID from the car right now.
drive,Applying For a Driving Permit,Go get it.
drive,Applying For a Driving Permit,Here you go.
drive,Applying For a Driving Permit,"All right, I'm going to need you to fill this out."
drive,Applying For a Driving Permit,May I borrow your pen?
drive,Applying For a Driving Permit,Here's a pen for you.
drive,Applying For a Driving Permit,Thanks for your help.
drive,Applying For a Driving Permit,You need to turn that in at Window B.
drive,Applying For a Driving Permit,I really need to apply for a driving permit.
drive,Applying For a Driving Permit,Do you have your ID with you?
drive,Applying For a Driving Permit,I may have left my ID in my car.
drive,Applying For a Driving Permit,"Well, I need your ID and $27."
drive,Applying For a Driving Permit,I'll go get it really quick.
drive,Applying For a Driving Permit,Please hurry.
drive,Applying For a Driving Permit,Here it is.
drive,Applying For a Driving Permit,Thank you very much. Please fill out this paperwork.
drive,Applying For a Driving Permit,I need to use a pen.
drive,Applying For a Driving Permit,Here you go.
drive,Applying For a Driving Permit,Thank you very much.
drive,Applying For a Driving Permit,Thank you. Now turn in your application at Window B.
drive,Taking the Written Test,Have you taken the written test yet?
drive,Taking the Written Test,"No, I haven't."
drive,Taking the Written Test,You should study before you take it.
drive,Taking the Written Test,I have been studying.
drive,Taking the Written Test,Why don't you take the test?
drive,Taking the Written Test,Do you know if it costs any money to take it?
drive,Taking the Written Test,"Since you already paid for your permit, you don't have to pay again."
drive,Taking the Written Test,All right. Do you know if the test covers the whole book?
drive,Taking the Written Test,"No, the test skips a lot of things in the book."
